activation,solver,layers,iterations,time,accuracy,precision,recall
identity,sgd,10,650,0.25929903984069824,0.8387334315169367,0.858433734939759,0.8201438848920863
identity,sgd,10,700,0.2479994297027588,0.841678939617084,0.8592814371257484,0.8258992805755395
logistic,sgd,10,200,0.6921327114105225,0.8350515463917526,0.852017937219731,0.8201438848920863
logistic,sgd,10,250,0.8459722995758057,0.8402061855670103,0.8577844311377245,0.8244604316546763
logistic,sgd,10,300,1.0005297660827637,0.8446244477172312,0.8601190476190477,0.8316546762589928
logistic,sgd,10,350,1.0030784606933594,0.8460972017673049,0.8616071428571429,0.8330935251798561
logistic,sgd,10,400,1.1034541130065918,0.8438880706921944,0.8577777777777778,0.8330935251798561
logistic,sgd,10,450,0.9708459377288818,0.841678939617084,0.8603603603603603,0.8244604316546763
logistic,sgd,10,500,0.9935398101806641,0.8424153166421208,0.8605697151424287,0.8258992805755395
logistic,sgd,10,550,1.021230936050415,0.8424153166421208,0.8605697151424287,0.8258992805755395
logistic,sgd,10,600,0.9119806289672852,0.841678939617084,0.8603603603603603,0.8244604316546763
logistic,sgd,10,650,1.112572431564331,0.841678939617084,0.8592814371257484,0.8258992805755395
logistic,sgd,10,700,1.0602309703826904,0.8438880706921944,0.8577777777777778,0.8330935251798561
relu,sgd,10,200,0.7008194923400879,0.8402061855670103,0.8504398826979472,0.8345323741007195
relu,sgd,10,250,0.8873131275177002,0.8527245949926362,0.8571428571428571,0.8546762589928057
relu,sgd,10,300,0.879084587097168,0.8519882179675994,0.847887323943662,0.8661870503597122
relu,sgd,10,350,1.0552992820739746,0.8505154639175257,0.8544668587896254,0.8532374100719424
relu,sgd,10,400,1.34303879737854,0.8527245949926362,0.851063829787234,0.8633093525179856
relu,sgd,10,450,0.80149245262146,0.845360824742268,0.8439716312056738,0.8561151079136691
relu,sgd,10,500,0.8120813369750977,0.845360824742268,0.844950213371266,0.8546762589928057
relu,sgd,10,550,1.3693110942840576,0.8541973490427098,0.8534850640113798,0.8633093525179856
relu,sgd,10,600,1.3905589580535889,0.8483063328424153,0.8458274398868458,0.860431654676259
relu,sgd,10,650,1.094245195388794,0.8541973490427098,0.854493580599144,0.8618705035971223
relu,sgd,10,700,0.86808180809021,0.8483063328424153,0.8458274398868458,0.860431654676259
identity,adam,10,200,0.1699988842010498,0.8387334315169367,0.8531157270029673,0.8273381294964028
identity,adam,10,250,0.14999699592590332,0.8424153166421208,0.85949177877429,0.8273381294964028
