activation,solver,layers,iterations,time,accuracy,precision,recall
identity,adam,10,300,0.1590738296508789,0.8402061855670103,0.8545994065281899,0.8287769784172662
identity,adam,10,350,0.17708182334899902,0.8402061855670103,0.8610271903323263,0.8201438848920863
identity,adam,10,400,0.17800068855285645,0.8409425625920471,0.8579970104633782,0.8258992805755395
identity,adam,10,450,0.16778874397277832,0.8409425625920471,0.861236802413273,0.8215827338129497
identity,adam,10,500,0.14700627326965332,0.8402061855670103,0.8588588588588588,0.823021582733813
identity,adam,10,550,0.13994455337524414,0.8424153166421208,0.85949177877429,0.8273381294964028
identity,adam,10,600,0.19205808639526367,0.841678939617084,0.8625377643504532,0.8215827338129497
identity,adam,10,650,0.1660001277923584,0.8387334315169367,0.8552238805970149,0.8244604316546763
identity,adam,10,700,0.1920011043548584,0.8394698085419735,0.8586466165413534,0.8215827338129497
logistic,adam,10,200,0.8295063972473145,0.8527245949926362,0.8520625889046942,0.8618705035971223
logistic,adam,10,250,1.1529428958892822,0.8541973490427098,0.8555078683834049,0.860431654676259
logistic,adam,10,300,1.3276820182800293,0.8564064801178203,0.8571428571428571,0.8633093525179856
logistic,adam,10,350,1.4258534908294678,0.8593519882179675,0.8559322033898306,0.8719424460431655
logistic,adam,10,400,1.7500574588775635,0.8578792341678939,0.8555240793201133,0.8690647482014389
logistic,adam,10,450,1.8813903331756592,0.8549337260677466,0.8557142857142858,0.8618705035971223
logistic,adam,10,500,2.214017391204834,0.8571428571428571,0.8553191489361702,0.8676258992805755
logistic,adam,10,550,2.3364436626434326,0.8564064801178203,0.8571428571428571,0.8633093525179856
logistic,adam,10,600,2.4010677337646484,0.8564064801178203,0.851123595505618,0.8719424460431655
logistic,adam,10,650,2.6139614582061768,0.8630338733431517,0.8651362984218077,0.8676258992805755
logistic,adam,10,700,2.6214759349823,0.8586156111929307,0.8567375886524823,0.8690647482014389
relu,adam,10,200,0.8803250789642334,0.8556701030927835,0.8509142053445851,0.8705035971223022
relu,adam,10,250,1.0508639812469482,0.853460972017673,0.8512747875354107,0.8647482014388489
relu,adam,10,300,1.2224493026733398,0.8468335787923417,0.8463726884779517,0.8561151079136691
relu,adam,10,350,1.099351406097412,0.8541973490427098,0.8456189151599444,0.874820143884892
relu,adam,10,400,1.5283563137054443,0.8549337260677466,0.8497191011235955,0.8705035971223022
relu,adam,10,450,1.1205108165740967,0.8556701030927835,0.8569384835479256,0.8618705035971223
relu,adam,10,500,1.0479671955108643,0.8490427098674521,0.841225626740947,0.8690647482014389
relu,adam,10,550,1.0824577808380127,0.853460972017673,0.8553008595988538,0.8589928057553957
relu,adam,10,600,1.1113061904907227,0.8446244477172312,0.8427762039660056,0.8561151079136691
relu,adam,10,650,1.186047077178955,0.8586156111929307,0.8557284299858557,0.8705035971223022
relu,adam,10,700,1.2743816375732422,0.853460972017673,0.8492957746478873,0.8676258992805755
