kernel,probability,time,accuracy,precision,recall
linear,True,3.215400218963623,0.8431516936671576,0.8533724340175953,0.837410071942446
linear,False,0.661778450012207,0.8431516936671576,0.8533724340175953,0.837410071942446
poly,True,2.1762471199035645,0.8269513991163475,0.8402366863905325,0.8172661870503597
poly,False,0.5261650085449219,0.8269513991163475,0.8402366863905325,0.8172661870503597
rbf,True,2.5396182537078857,0.8424153166421208,0.8510948905109489,0.8388489208633093
rbf,False,0.3863837718963623,0.8424153166421208,0.8510948905109489,0.8388489208633093
sigmoid,True,2.2838497161865234,0.7621502209131075,0.7801204819277109,0.7453237410071942
sigmoid,False,0.47545456886291504,0.7621502209131075,0.7801204819277109,0.7453237410071942
