,activation,solver,layers,iterations,time,accuracy,precision,recall
68,logistic,lbfgs,4,350,0.5199477672576904,0.8824644549763033,0.4131147540983607,0.3949843260188088
69,logistic,lbfgs,4,400,0.36691761016845703,0.8824644549763033,0.4131147540983607,0.3949843260188088
70,tanh,lbfgs,4,200,0.7996864318847656,0.8824644549763033,0.4131147540983607,0.3949843260188088
71,tanh,lbfgs,4,250,0.38176870346069336,0.8824644549763033,0.4131147540983607,0.3949843260188088
72,tanh,lbfgs,4,300,0.5346970558166504,0.8824644549763033,0.4131147540983607,0.3949843260188088
73,tanh,lbfgs,4,350,0.36742687225341797,0.8824644549763033,0.4131147540983607,0.3949843260188088
74,tanh,lbfgs,4,400,1.3952271938323975,0.8824644549763033,0.4131147540983607,0.3949843260188088
75,relu,lbfgs,4,200,0.7118301391601562,0.8824644549763033,0.4131147540983607,0.3949843260188088
76,relu,lbfgs,4,250,0.8038060665130615,0.8824644549763033,0.4131147540983607,0.3949843260188088
77,relu,lbfgs,4,300,1.1107354164123535,0.8824644549763033,0.4131147540983607,0.3949843260188088
78,relu,lbfgs,4,350,1.570622205734253,0.8824644549763033,0.4131147540983607,0.3949843260188088
79,relu,lbfgs,4,400,1.162841558456421,0.8824644549763033,0.4131147540983607,0.3949843260188088
80,identity,sgd,4,200,0.502547025680542,0.8824644549763033,0.4131147540983607,0.3949843260188088
81,identity,sgd,4,250,0.5038890838623047,0.8824644549763033,0.4131147540983607,0.3949843260188088
82,identity,sgd,4,300,0.5914726257324219,0.8824644549763033,0.4131147540983607,0.3949843260188088
83,identity,sgd,4,350,0.43941736221313477,0.8824644549763033,0.4131147540983607,0.3949843260188088
84,identity,sgd,4,400,0.5757791996002197,0.8824644549763033,0.4131147540983607,0.3949843260188088
85,logistic,sgd,4,200,2.4207096099853516,0.8824644549763033,0.4131147540983607,0.3949843260188088
86,logistic,sgd,4,250,1.8318710327148438,0.8824644549763033,0.4131147540983607,0.3949843260188088
87,logistic,sgd,4,300,2.0238466262817383,0.8824644549763033,0.4131147540983607,0.3949843260188088
88,logistic,sgd,4,350,1.7520265579223633,0.8824644549763033,0.4131147540983607,0.3949843260188088
89,logistic,sgd,4,400,2.640058994293213,0.8824644549763033,0.4131147540983607,0.3949843260188088
90,tanh,sgd,4,200,1.174243688583374,0.8824644549763033,0.4131147540983607,0.3949843260188088
91,tanh,sgd,4,250,1.3536098003387451,0.8824644549763033,0.4131147540983607,0.3949843260188088
92,tanh,sgd,4,300,1.3638272285461426,0.8824644549763033,0.4131147540983607,0.3949843260188088
93,tanh,sgd,4,350,1.9645369052886963,0.8824644549763033,0.4131147540983607,0.3949843260188088
94,tanh,sgd,4,400,1.2441868782043457,0.8824644549763033,0.4131147540983607,0.3949843260188088
95,relu,sgd,4,200,1.465785264968872,0.8824644549763033,0.4131147540983607,0.3949843260188088
96,relu,sgd,4,250,1.5872416496276855,0.8824644549763033,0.4131147540983607,0.3949843260188088
97,relu,sgd,4,300,1.2112984657287598,0.8824644549763033,0.4131147540983607,0.3949843260188088
98,relu,sgd,4,350,2.0253512859344482,0.8824644549763033,0.4131147540983607,0.3949843260188088
99,relu,sgd,4,400,1.354508876800537,0.8824644549763033,0.4131147540983607,0.3949843260188088
100,identity,adam,4,200,0.48755764961242676,0.8824644549763033,0.4131147540983607,0.3949843260188088
101,identity,adam,4,250,0.4224374294281006,0.8824644549763033,0.4131147540983607,0.3949843260188088
102,identity,adam,4,300,0.46013879776000977,0.8824644549763033,0.4131147540983607,0.3949843260188088
103,identity,adam,4,350,0.5619215965270996,0.8824644549763033,0.4131147540983607,0.3949843260188088
104,identity,adam,4,400,0.3690028190612793,0.8824644549763033,0.4131147540983607,0.3949843260188088
105,logistic,adam,4,200,1.1703555583953857,0.8824644549763033,0.4131147540983607,0.3949843260188088
106,logistic,adam,4,250,1.5128428936004639,0.8824644549763033,0.4131147540983607,0.3949843260188088
107,logistic,adam,4,300,1.3160386085510254,0.8824644549763033,0.4131147540983607,0.3949843260188088
108,logistic,adam,4,350,1.260699987411499,0.8824644549763033,0.4131147540983607,0.3949843260188088
109,logistic,adam,4,400,1.377211093902588,0.8824644549763033,0.4131147540983607,0.3949843260188088
110,tanh,adam,4,200,2.2337143421173096,0.8824644549763033,0.4131147540983607,0.3949843260188088
111,tanh,adam,4,250,1.1739833354949951,0.8824644549763033,0.4131147540983607,0.3949843260188088
112,tanh,adam,4,300,2.093201160430908,0.8824644549763033,0.4131147540983607,0.3949843260188088
113,tanh,adam,4,350,1.7741506099700928,0.8824644549763033,0.4131147540983607,0.3949843260188088
114,tanh,adam,4,400,1.8415923118591309,0.8824644549763033,0.4131147540983607,0.3949843260188088
115,relu,adam,4,200,1.818934440612793,0.8824644549763033,0.4131147540983607,0.3949843260188088
116,relu,adam,4,250,0.8755044937133789,0.8824644549763033,0.4131147540983607,0.3949843260188088
117,relu,adam,4,300,1.6203913688659668,0.8824644549763033,0.4131147540983607,0.3949843260188088
118,relu,adam,4,350,0.9465525150299072,0.8824644549763033,0.4131147540983607,0.3949843260188088
119,relu,adam,4,400,1.2056889533996582,0.8824644549763033,0.4131147540983607,0.3949843260188088
120,identity,lbfgs,6,200,0.09696602821350098,0.8824644549763033,0.4131147540983607,0.3949843260188088
121,identity,lbfgs,6,250,0.07734155654907227,0.8824644549763033,0.4131147540983607,0.3949843260188088
122,identity,lbfgs,6,300,0.13954782485961914,0.8824644549763033,0.4131147540983607,0.3949843260188088
123,identity,lbfgs,6,350,0.07920241355895996,0.8824644549763033,0.4131147540983607,0.3949843260188088
124,identity,lbfgs,6,400,0.12926125526428223,0.8824644549763033,0.4131147540983607,0.3949843260188088
125,logistic,lbfgs,6,200,1.1873664855957031,0.8824644549763033,0.4131147540983607,0.3949843260188088
126,logistic,lbfgs,6,250,0.8889212608337402,0.8824644549763033,0.4131147540983607,0.3949843260188088
127,logistic,lbfgs,6,300,0.6505558490753174,0.8824644549763033,0.4131147540983607,0.3949843260188088
128,logistic,lbfgs,6,350,0.8262460231781006,0.8824644549763033,0.4131147540983607,0.3949843260188088
129,logistic,lbfgs,6,400,0.5773801803588867,0.8824644549763033,0.4131147540983607,0.3949843260188088
130,tanh,lbfgs,6,200,1.5101590156555176,0.8824644549763033,0.4131147540983607,0.3949843260188088
131,tanh,lbfgs,6,250,0.8909275531768799,0.8824644549763033,0.4131147540983607,0.3949843260188088
132,tanh,lbfgs,6,300,0.9922895431518555,0.8824644549763033,0.4131147540983607,0.3949843260188088
133,tanh,lbfgs,6,350,2.743694305419922,0.8824644549763033,0.4131147540983607,0.3949843260188088
134,tanh,lbfgs,6,400,1.64900541305542,0.8824644549763033,0.4131147540983607,0.3949843260188088
135,relu,lbfgs,6,200,1.5490515232086182,0.8824644549763033,0.4131147540983607,0.3949843260188088
136,relu,lbfgs,6,250,1.7302772998809814,0.8824644549763033,0.4131147540983607,0.3949843260188088
137,relu,lbfgs,6,300,2.137697696685791,0.8824644549763033,0.4131147540983607,0.3949843260188088
138,relu,lbfgs,6,350,2.0379178524017334,0.8824644549763033,0.4131147540983607,0.3949843260188088
139,relu,lbfgs,6,400,2.319774627685547,0.8824644549763033,0.4131147540983607,0.3949843260188088
140,identity,sgd,6,200,0.33764219284057617,0.8824644549763033,0.4131147540983607,0.3949843260188088
141,identity,sgd,6,250,0.3926844596862793,0.8824644549763033,0.4131147540983607,0.3949843260188088
142,identity,sgd,6,300,0.5741128921508789,0.8824644549763033,0.4131147540983607,0.3949843260188088
143,identity,sgd,6,350,0.4194605350494385,0.8824644549763033,0.4131147540983607,0.3949843260188088
144,identity,sgd,6,400,0.4753396511077881,0.8824644549763033,0.4131147540983607,0.3949843260188088
145,logistic,sgd,6,200,2.5014326572418213,0.8824644549763033,0.4131147540983607,0.3949843260188088
146,logistic,sgd,6,250,2.2503902912139893,0.8824644549763033,0.4131147540983607,0.3949843260188088
147,logistic,sgd,6,300,1.7592613697052002,0.8824644549763033,0.4131147540983607,0.3949843260188088
148,logistic,sgd,6,350,1.7068793773651123,0.8824644549763033,0.4131147540983607,0.3949843260188088
149,logistic,sgd,6,400,1.9597604274749756,0.8824644549763033,0.4131147540983607,0.3949843260188088
150,tanh,sgd,6,200,1.3699853420257568,0.8824644549763033,0.4131147540983607,0.3949843260188088
151,tanh,sgd,6,250,1.0877783298492432,0.8824644549763033,0.4131147540983607,0.3949843260188088
152,tanh,sgd,6,300,1.128664493560791,0.8824644549763033,0.4131147540983607,0.3949843260188088
153,tanh,sgd,6,350,1.4297213554382324,0.8824644549763033,0.4131147540983607,0.3949843260188088
154,tanh,sgd,6,400,1.0630338191986084,0.8824644549763033,0.4131147540983607,0.3949843260188088
155,relu,sgd,6,200,1.8896598815917969,0.8824644549763033,0.4131147540983607,0.3949843260188088
156,relu,sgd,6,250,1.182647943496704,0.8824644549763033,0.4131147540983607,0.3949843260188088
157,relu,sgd,6,300,1.1213784217834473,0.8824644549763033,0.4131147540983607,0.3949843260188088
158,relu,sgd,6,350,1.270139217376709,0.8824644549763033,0.4131147540983607,0.3949843260188088
159,relu,sgd,6,400,1.4451076984405518,0.8824644549763033,0.4131147540983607,0.3949843260188088
160,identity,adam,6,200,0.3517954349517822,0.8824644549763033,0.4131147540983607,0.3949843260188088
161,identity,adam,6,250,0.35846853256225586,0.8824644549763033,0.4131147540983607,0.3949843260188088
162,identity,adam,6,300,0.32914233207702637,0.8824644549763033,0.4131147540983607,0.3949843260188088
163,identity,adam,6,350,0.35845208168029785,0.8824644549763033,0.4131147540983607,0.3949843260188088
164,identity,adam,6,400,0.32553791999816895,0.8824644549763033,0.4131147540983607,0.3949843260188088
165,logistic,adam,6,200,1.673764944076538,0.8824644549763033,0.4131147540983607,0.3949843260188088
166,logistic,adam,6,250,1.7953414916992188,0.8824644549763033,0.4131147540983607,0.3949843260188088
167,logistic,adam,6,300,1.4719798564910889,0.8824644549763033,0.4131147540983607,0.3949843260188088
168,logistic,adam,6,350,1.836960792541504,0.8824644549763033,0.4131147540983607,0.3949843260188088
169,logistic,adam,6,400,1.5372004508972168,0.8824644549763033,0.4131147540983607,0.3949843260188088
170,tanh,adam,6,200,1.7067110538482666,0.8824644549763033,0.4131147540983607,0.3949843260188088
171,tanh,adam,6,250,1.6999192237854004,0.8824644549763033,0.4131147540983607,0.3949843260188088
172,tanh,adam,6,300,1.5311260223388672,0.8824644549763033,0.4131147540983607,0.3949843260188088
173,tanh,adam,6,350,1.8352513313293457,0.8824644549763033,0.4131147540983607,0.3949843260188088
174,tanh,adam,6,400,2.1867339611053467,0.8824644549763033,0.4131147540983607,0.3949843260188088
175,relu,adam,6,200,1.357541799545288,0.8824644549763033,0.4131147540983607,0.3949843260188088
176,relu,adam,6,250,1.9835636615753174,0.8824644549763033,0.4131147540983607,0.3949843260188088
177,relu,adam,6,300,1.6814236640930176,0.8824644549763033,0.4131147540983607,0.3949843260188088
178,relu,adam,6,350,1.5148441791534424,0.8824644549763033,0.4131147540983607,0.3949843260188088
179,relu,adam,6,400,1.908646583557129,0.8824644549763033,0.4131147540983607,0.3949843260188088
180,identity,lbfgs,8,200,0.10140347480773926,0.8824644549763033,0.4131147540983607,0.3949843260188088
181,identity,lbfgs,8,250,0.17732763290405273,0.8824644549763033,0.4131147540983607,0.3949843260188088
182,identity,lbfgs,8,300,0.06632685661315918,0.8824644549763033,0.4131147540983607,0.3949843260188088
183,identity,lbfgs,8,350,0.15912342071533203,0.8824644549763033,0.4131147540983607,0.3949843260188088
184,identity,lbfgs,8,400,0.1600630283355713,0.8824644549763033,0.4131147540983607,0.3949843260188088
185,logistic,lbfgs,8,200,1.1807618141174316,0.8824644549763033,0.4131147540983607,0.3949843260188088
186,logistic,lbfgs,8,250,1.6641743183135986,0.8824644549763033,0.4131147540983607,0.3949843260188088
187,logistic,lbfgs,8,300,1.1407365798950195,0.8824644549763033,0.4131147540983607,0.3949843260188088
188,logistic,lbfgs,8,350,1.0388853549957275,0.8824644549763033,0.4131147540983607,0.3949843260188088
189,logistic,lbfgs,8,400,1.4731862545013428,0.8824644549763033,0.4131147540983607,0.3949843260188088
190,tanh,lbfgs,8,200,1.897552728652954,0.8824644549763033,0.4131147540983607,0.3949843260188088
191,tanh,lbfgs,8,250,2.4367942810058594,0.8824644549763033,0.4131147540983607,0.3949843260188088
192,tanh,lbfgs,8,300,1.5494298934936523,0.8824644549763033,0.4131147540983607,0.3949843260188088
193,tanh,lbfgs,8,350,3.1129181385040283,0.8824644549763033,0.4131147540983607,0.3949843260188088
194,tanh,lbfgs,8,400,2.6516621112823486,0.8824644549763033,0.4131147540983607,0.3949843260188088
195,relu,lbfgs,8,200,1.3904025554656982,0.8824644549763033,0.4131147540983607,0.3949843260188088
196,relu,lbfgs,8,250,1.8011829853057861,0.8824644549763033,0.4131147540983607,0.3949843260188088
197,relu,lbfgs,8,300,2.2152397632598877,0.8824644549763033,0.4131147540983607,0.3949843260188088
198,relu,lbfgs,8,350,2.599177122116089,0.8824644549763033,0.4131147540983607,0.3949843260188088
199,relu,lbfgs,8,400,2.841841459274292,0.8824644549763033,0.4131147540983607,0.3949843260188088
200,identity,sgd,8,200,0.480257511138916,0.8824644549763033,0.4131147540983607,0.3949843260188088
201,identity,sgd,8,250,0.4308164119720459,0.8824644549763033,0.4131147540983607,0.3949843260188088
202,identity,sgd,8,300,0.4224390983581543,0.8824644549763033,0.4131147540983607,0.3949843260188088
203,identity,sgd,8,350,0.48856186866760254,0.8824644549763033,0.4131147540983607,0.3949843260188088
204,identity,sgd,8,400,0.5658199787139893,0.8824644549763033,0.4131147540983607,0.3949843260188088
205,logistic,sgd,8,200,1.769312858581543,0.8824644549763033,0.4131147540983607,0.3949843260188088
206,logistic,sgd,8,250,1.836477518081665,0.8824644549763033,0.4131147540983607,0.3949843260188088
207,logistic,sgd,8,300,2.1550421714782715,0.8824644549763033,0.4131147540983607,0.3949843260188088
208,logistic,sgd,8,350,1.846428394317627,0.8824644549763033,0.4131147540983607,0.3949843260188088
209,logistic,sgd,8,400,1.775367259979248,0.8824644549763033,0.4131147540983607,0.3949843260188088
210,tanh,sgd,8,200,1.3885166645050049,0.8824644549763033,0.4131147540983607,0.3949843260188088
211,tanh,sgd,8,250,1.6571016311645508,0.8824644549763033,0.4131147540983607,0.3949843260188088
212,tanh,sgd,8,300,1.5013151168823242,0.8824644549763033,0.4131147540983607,0.3949843260188088
213,tanh,sgd,8,350,1.3467106819152832,0.8824644549763033,0.4131147540983607,0.3949843260188088
214,tanh,sgd,8,400,1.5134403705596924,0.8824644549763033,0.4131147540983607,0.3949843260188088
215,relu,sgd,8,200,2.0383856296539307,0.8824644549763033,0.4131147540983607,0.3949843260188088
216,relu,sgd,8,250,1.1117186546325684,0.8824644549763033,0.4131147540983607,0.3949843260188088
217,relu,sgd,8,300,1.5604486465454102,0.8824644549763033,0.4131147540983607,0.3949843260188088
218,relu,sgd,8,350,1.5833256244659424,0.8824644549763033,0.4131147540983607,0.3949843260188088
219,relu,sgd,8,400,1.481553554534912,0.8824644549763033,0.4131147540983607,0.3949843260188088
220,identity,adam,8,200,0.33867979049682617,0.8824644549763033,0.4131147540983607,0.3949843260188088
221,identity,adam,8,250,0.3256185054779053,0.8824644549763033,0.4131147540983607,0.3949843260188088
222,identity,adam,8,300,0.41179609298706055,0.8824644549763033,0.4131147540983607,0.3949843260188088
223,identity,adam,8,350,0.3489069938659668,0.8824644549763033,0.4131147540983607,0.3949843260188088
224,identity,adam,8,400,0.34134435653686523,0.8824644549763033,0.4131147540983607,0.3949843260188088
225,logistic,adam,8,200,1.6157221794128418,0.8824644549763033,0.4131147540983607,0.3949843260188088
226,logistic,adam,8,250,1.5272412300109863,0.8824644549763033,0.4131147540983607,0.3949843260188088
227,logistic,adam,8,300,1.2988598346710205,0.8824644549763033,0.4131147540983607,0.3949843260188088
228,logistic,adam,8,350,1.6078765392303467,0.8824644549763033,0.4131147540983607,0.3949843260188088
229,logistic,adam,8,400,1.4315340518951416,0.8824644549763033,0.4131147540983607,0.3949843260188088
230,tanh,adam,8,200,1.7829625606536865,0.8824644549763033,0.4131147540983607,0.3949843260188088
231,tanh,adam,8,250,2.083549737930298,0.8824644549763033,0.4131147540983607,0.3949843260188088
232,tanh,adam,8,300,2.0469062328338623,0.8824644549763033,0.4131147540983607,0.3949843260188088
233,tanh,adam,8,350,2.89992094039917,0.8824644549763033,0.4131147540983607,0.3949843260188088
234,tanh,adam,8,400,2.2512269020080566,0.8824644549763033,0.4131147540983607,0.3949843260188088
235,relu,adam,8,200,1.5036535263061523,0.8824644549763033,0.4131147540983607,0.3949843260188088
236,relu,adam,8,250,2.1942639350891113,0.8824644549763033,0.4131147540983607,0.3949843260188088
237,relu,adam,8,300,1.6990995407104492,0.8824644549763033,0.4131147540983607,0.3949843260188088
238,relu,adam,8,350,2.4865915775299072,0.8824644549763033,0.4131147540983607,0.3949843260188088
239,relu,adam,8,400,1.5103399753570557,0.8824644549763033,0.4131147540983607,0.3949843260188088
240,identity,lbfgs,10,200,0.10213112831115723,0.8824644549763033,0.4131147540983607,0.3949843260188088
241,identity,lbfgs,10,250,0.1017160415649414,0.8824644549763033,0.4131147540983607,0.3949843260188088
242,identity,lbfgs,10,300,0.09324383735656738,0.8824644549763033,0.4131147540983607,0.3949843260188088
243,identity,lbfgs,10,350,0.1700153350830078,0.8824644549763033,0.4131147540983607,0.3949843260188088
244,identity,lbfgs,10,400,0.13333988189697266,0.8824644549763033,0.4131147540983607,0.3949843260188088
245,logistic,lbfgs,10,200,1.554879903793335,0.8824644549763033,0.4131147540983607,0.3949843260188088
246,logistic,lbfgs,10,250,1.1007170677185059,0.8824644549763033,0.4131147540983607,0.3949843260188088
247,logistic,lbfgs,10,300,2.812605619430542,0.8824644549763033,0.4131147540983607,0.3949843260188088
248,logistic,lbfgs,10,350,1.6244661808013916,0.8824644549763033,0.4131147540983607,0.3949843260188088
249,logistic,lbfgs,10,400,2.6471145153045654,0.8824644549763033,0.4131147540983607,0.3949843260188088
250,tanh,lbfgs,10,200,2.0354814529418945,0.8824644549763033,0.4131147540983607,0.3949843260188088
251,tanh,lbfgs,10,250,2.5305874347686768,0.8824644549763033,0.4131147540983607,0.3949843260188088
252,tanh,lbfgs,10,300,3.070521354675293,0.8824644549763033,0.4131147540983607,0.3949843260188088
253,tanh,lbfgs,10,350,3.680812120437622,0.8824644549763033,0.4131147540983607,0.3949843260188088
254,tanh,lbfgs,10,400,3.033480405807495,0.8824644549763033,0.4131147540983607,0.3949843260188088
255,relu,lbfgs,10,200,1.563981056213379,0.8824644549763033,0.4131147540983607,0.3949843260188088
256,relu,lbfgs,10,250,1.9188032150268555,0.8824644549763033,0.4131147540983607,0.3949843260188088
257,relu,lbfgs,10,300,2.3080379962921143,0.8824644549763033,0.4131147540983607,0.3949843260188088
258,relu,lbfgs,10,350,2.686155080795288,0.8824644549763033,0.4131147540983607,0.3949843260188088
259,relu,lbfgs,10,400,3.118213176727295,0.8824644549763033,0.4131147540983607,0.3949843260188088
260,identity,sgd,10,200,0.4185676574707031,0.8824644549763033,0.4131147540983607,0.3949843260188088
261,identity,sgd,10,250,0.46609020233154297,0.8824644549763033,0.4131147540983607,0.3949843260188088
262,identity,sgd,10,300,0.3791632652282715,0.8824644549763033,0.4131147540983607,0.3949843260188088
263,identity,sgd,10,350,0.4578070640563965,0.8824644549763033,0.4131147540983607,0.3949843260188088
264,identity,sgd,10,400,0.522031307220459,0.8824644549763033,0.4131147540983607,0.3949843260188088
265,logistic,sgd,10,200,2.0228991508483887,0.8824644549763033,0.4131147540983607,0.3949843260188088
266,logistic,sgd,10,250,2.084530830383301,0.8824644549763033,0.4131147540983607,0.3949843260188088
267,logistic,sgd,10,300,1.8309450149536133,0.8824644549763033,0.4131147540983607,0.3949843260188088
268,logistic,sgd,10,350,1.8215248584747314,0.8824644549763033,0.4131147540983607,0.3949843260188088
269,logistic,sgd,10,400,1.933361530303955,0.8824644549763033,0.4131147540983607,0.3949843260188088
270,tanh,sgd,10,200,1.893282175064087,0.8824644549763033,0.4131147540983607,0.3949843260188088
271,tanh,sgd,10,250,2.1482372283935547,0.8824644549763033,0.4131147540983607,0.3949843260188088
272,tanh,sgd,10,300,2.0671286582946777,0.8824644549763033,0.4131147540983607,0.3949843260188088
273,tanh,sgd,10,350,1.319014072418213,0.8824644549763033,0.4131147540983607,0.3949843260188088
274,tanh,sgd,10,400,1.4340314865112305,0.8824644549763033,0.4131147540983607,0.3949843260188088
275,relu,sgd,10,200,1.4131965637207031,0.8824644549763033,0.4131147540983607,0.3949843260188088
276,relu,sgd,10,250,1.796093463897705,0.8824644549763033,0.4131147540983607,0.3949843260188088
277,relu,sgd,10,300,1.6008408069610596,0.8824644549763033,0.4131147540983607,0.3949843260188088
278,relu,sgd,10,350,1.4243195056915283,0.8824644549763033,0.4131147540983607,0.3949843260188088
