neighbors,algorithm,metric,time,accuracy,precision,recall
4,brute,manhattan,0.0010001659393310547,0.7378497790868925,0.8317025440313112,0.6115107913669064
4,auto,euclidean,0.0010001659393310547,0.7437407952871871,0.8255159474671669,0.6330935251798561
4,auto,manhattan,0.0020003318786621094,0.7378497790868925,0.8317025440313112,0.6115107913669064
5,ball_tree,euclidean,0.013000011444091797,0.7636229749631811,0.7782738095238095,0.7525179856115108
5,ball_tree,manhattan,0.009000301361083984,0.7768777614138439,0.8024691358024691,0.7482014388489209
5,kd_tree,euclidean,0.013994932174682617,0.7636229749631811,0.7782738095238095,0.7525179856115108
5,kd_tree,manhattan,0.01300954818725586,0.7768777614138439,0.8024691358024691,0.7482014388489209
5,brute,euclidean,0.0009922981262207031,0.7636229749631811,0.7782738095238095,0.7525179856115108
5,brute,manhattan,0.0009999275207519531,0.7768777614138439,0.8024691358024691,0.7482014388489209
5,auto,euclidean,0.0010006427764892578,0.7636229749631811,0.7782738095238095,0.7525179856115108
5,auto,manhattan,0.0015058517456054688,0.7768777614138439,0.8024691358024691,0.7482014388489209
6,ball_tree,euclidean,0.011998891830444336,0.7584683357879234,0.8224956063268892,0.6733812949640288
6,ball_tree,manhattan,0.010007143020629883,0.7680412371134021,0.8345070422535211,0.6820143884892086
6,kd_tree,euclidean,0.014999628067016602,0.7584683357879234,0.8224956063268892,0.6733812949640288
6,kd_tree,manhattan,0.013957738876342773,0.7680412371134021,0.8345070422535211,0.6820143884892086
6,brute,euclidean,0.0009982585906982422,0.7584683357879234,0.8224956063268892,0.6733812949640288
6,brute,manhattan,0.0010004043579101562,0.7680412371134021,0.8345070422535211,0.6820143884892086
6,auto,euclidean,0.0009999275207519531,0.7584683357879234,0.8224956063268892,0.6733812949640288
6,auto,manhattan,0.002000570297241211,0.7680412371134021,0.8345070422535211,0.6820143884892086
7,ball_tree,euclidean,0.018031597137451172,0.7820324005891016,0.8055130168453293,0.7568345323741007
7,ball_tree,manhattan,0.009000539779663086,0.7857142857142857,0.8146417445482866,0.7525179856115108
7,kd_tree,euclidean,0.01600027084350586,0.7820324005891016,0.8055130168453293,0.7568345323741007
7,kd_tree,manhattan,0.013995170593261719,0.7857142857142857,0.8146417445482866,0.7525179856115108
7,brute,euclidean,0.0009329319000244141,0.7820324005891016,0.8055130168453293,0.7568345323741007
7,brute,manhattan,0.0010027885437011719,0.7857142857142857,0.8146417445482866,0.7525179856115108
7,auto,euclidean,0.0010004043579101562,0.7820324005891016,0.8055130168453293,0.7568345323741007
7,auto,manhattan,0.0009999275207519531,0.7857142857142857,0.8146417445482866,0.7525179856115108
8,ball_tree,euclidean,0.01399993896484375,0.7695139911634757,0.8248299319727891,0.697841726618705
8,ball_tree,manhattan,0.011806249618530273,0.7739322533136966,0.8403508771929824,0.6892086330935252
8,kd_tree,euclidean,0.02000260353088379,0.7695139911634757,0.8248299319727891,0.697841726618705
8,kd_tree,manhattan,0.014998435974121094,0.7739322533136966,0.8403508771929824,0.6892086330935252
8,brute,euclidean,0.0,0.7695139911634757,0.8248299319727891,0.697841726618705
8,brute,manhattan,0.0010004043579101562,0.7739322533136966,0.8403508771929824,0.6892086330935252
8,auto,euclidean,0.0020003318786621094,0.7695139911634757,0.8248299319727891,0.697841726618705
8,auto,manhattan,0.0013036727905273438,0.7739322533136966,0.8403508771929824,0.6892086330935252
9,ball_tree,euclidean,0.014999628067016602,0.7709867452135494,0.7935779816513762,0.7467625899280576
9,ball_tree,manhattan,0.012035608291625977,0.7827687776141384,0.8134796238244514,0.7467625899280576
9,kd_tree,euclidean,0.01835179328918457,0.7709867452135494,0.7935779816513762,0.7467625899280576
9,kd_tree,manhattan,0.016998291015625,0.7827687776141384,0.8134796238244514,0.7467625899280576
9,brute,euclidean,0.0,0.7709867452135494,0.7935779816513762,0.7467625899280576
9,brute,manhattan,0.001999378204345703,0.7827687776141384,0.8134796238244514,0.7467625899280576
9,auto,euclidean,0.0010006427764892578,0.7709867452135494,0.7935779816513762,0.7467625899280576
9,auto,manhattan,0.0009999275207519531,0.7827687776141384,0.8134796238244514,0.7467625899280576
10,ball_tree,euclidean,0.013999462127685547,0.7650957290132547,0.8133333333333334,0.702158273381295
10,ball_tree,manhattan,0.010003805160522461,0.7798232695139912,0.8402061855670103,0.7035971223021583
10,kd_tree,euclidean,0.014000892639160156,0.7650957290132547,0.8133333333333334,0.702158273381295
10,kd_tree,manhattan,0.013988494873046875,0.7798232695139912,0.8402061855670103,0.7035971223021583
10,brute,euclidean,0.0012292861938476562,0.7650957290132547,0.8133333333333334,0.702158273381295
10,brute,manhattan,0.0010001659393310547,0.7798232695139912,0.8402061855670103,0.7035971223021583
10,auto,euclidean,0.002000570297241211,0.7650957290132547,0.8133333333333334,0.702158273381295
10,auto,manhattan,0.0010001659393310547,0.7798232695139912,0.8402061855670103,0.7035971223021583
11,ball_tree,euclidean,0.01639103889465332,0.7658321060382917,0.7860394537177542,0.7453237410071942
11,ball_tree,manhattan,0.010003805160522461,0.7879234167893961,0.8174726989079563,0.753956834532374
11,kd_tree,euclidean,0.014002084732055664,0.7658321060382917,0.7860394537177542,0.7453237410071942
11,kd_tree,manhattan,0.013009071350097656,0.7879234167893961,0.8174726989079563,0.753956834532374
11,brute,euclidean,0.000993967056274414,0.7658321060382917,0.7860394537177542,0.7453237410071942
11,brute,manhattan,0.0010006427764892578,0.7879234167893961,0.8174726989079563,0.753956834532374
11,auto,euclidean,0.0010006427764892578,0.7658321060382917,0.7860394537177542,0.7453237410071942
11,auto,manhattan,0.0020003318786621094,0.7879234167893961,0.8174726989079563,0.753956834532374
12,ball_tree,euclidean,0.016999006271362305,0.7614138438880707,0.8076285240464345,0.7007194244604317
12,ball_tree,manhattan,0.010006427764892578,0.7798232695139912,0.8311036789297659,0.7151079136690648
12,kd_tree,euclidean,0.013999223709106445,0.7614138438880707,0.8076285240464345,0.7007194244604317
12,kd_tree,manhattan,0.014001131057739258,0.7798232695139912,0.8311036789297659,0.7151079136690648
12,brute,euclidean,0.0,0.7614138438880707,0.8076285240464345,0.7007194244604317
12,brute,manhattan,0.0010001659393310547,0.7798232695139912,0.8311036789297659,0.7151079136690648
12,auto,euclidean,0.0010004043579101562,0.7614138438880707,0.8076285240464345,0.7007194244604317
12,auto,manhattan,0.0010006427764892578,0.7798232695139912,0.8311036789297659,0.7151079136690648
13,ball_tree,euclidean,0.016999483108520508,0.7695139911634757,0.7876506024096386,0.7525179856115108
13,ball_tree,manhattan,0.009995460510253906,0.780559646539028,0.8077519379844961,0.7496402877697842
13,kd_tree,euclidean,0.014017581939697266,0.7695139911634757,0.7876506024096386,0.7525179856115108
13,kd_tree,manhattan,0.013998746871948242,0.780559646539028,0.8077519379844961,0.7496402877697842
13,brute,euclidean,0.0010001659393310547,0.7695139911634757,0.7876506024096386,0.7525179856115108
13,brute,manhattan,0.0010001659393310547,0.780559646539028,0.8077519379844961,0.7496402877697842
13,auto,euclidean,0.0010001659393310547,0.7695139911634757,0.7876506024096386,0.7525179856115108
13,auto,manhattan,0.0010006427764892578,0.780559646539028,0.8077519379844961,0.7496402877697842
14,ball_tree,euclidean,0.015999317169189453,0.7606774668630338,0.8052805280528053,0.702158273381295
14,ball_tree,manhattan,0.008993864059448242,0.7717231222385862,0.8192371475953566,0.7107913669064748
14,kd_tree,euclidean,0.014038801193237305,0.7606774668630338,0.8052805280528053,0.702158273381295
14,kd_tree,manhattan,0.013991594314575195,0.7717231222385862,0.8192371475953566,0.7107913669064748
14,brute,euclidean,0.0009899139404296875,0.7606774668630338,0.8052805280528053,0.702158273381295
14,brute,manhattan,0.001001119613647461,0.7717231222385862,0.8192371475953566,0.7107913669064748
14,auto,euclidean,0.0010001659393310547,0.7606774668630338,0.8052805280528053,0.702158273381295
14,auto,manhattan,0.0020008087158203125,0.7717231222385862,0.8192371475953566,0.7107913669064748
15,ball_tree,euclidean,0.018999814987182617,0.7658321060382917,0.7922480620155039,0.7352517985611511
15,ball_tree,manhattan,0.010992288589477539,0.7783505154639175,0.8040123456790124,0.7496402877697842
15,kd_tree,euclidean,0.015002012252807617,0.7658321060382917,0.7922480620155039,0.7352517985611511
15,kd_tree,manhattan,0.01598048210144043,0.7783505154639175,0.8040123456790124,0.7496402877697842
15,brute,euclidean,0.0010421276092529297,0.7658321060382917,0.7922480620155039,0.7352517985611511
15,brute,manhattan,0.0010006427764892578,0.7783505154639175,0.8040123456790124,0.7496402877697842
15,auto,euclidean,0.0010006427764892578,0.7658321060382917,0.7922480620155039,0.7352517985611511
15,auto,manhattan,0.0019998550415039062,0.7783505154639175,0.8040123456790124,0.7496402877697842
16,ball_tree,euclidean,0.01699995994567871,0.759941089837997,0.8069883527454242,0.697841726618705
16,ball_tree,manhattan,0.00898289680480957,0.7687776141384389,0.8190954773869347,0.7035971223021583
16,kd_tree,euclidean,0.014998435974121094,0.759941089837997,0.8069883527454242,0.697841726618705
16,kd_tree,manhattan,0.014001607894897461,0.7687776141384389,0.8190954773869347,0.7035971223021583
16,brute,euclidean,0.000438690185546875,0.759941089837997,0.8069883527454242,0.697841726618705
16,brute,manhattan,0.002000093460083008,0.7687776141384389,0.8190954773869347,0.7035971223021583
16,auto,euclidean,0.0010001659393310547,0.759941089837997,0.8069883527454242,0.697841726618705
16,auto,manhattan,0.0010001659393310547,0.7687776141384389,0.8190954773869347,0.7035971223021583
17,ball_tree,euclidean,0.018000125885009766,0.7643593519882179,0.7906976744186046,0.7338129496402878
17,ball_tree,manhattan,0.009992122650146484,0.7761413843888071,0.8021638330757341,0.7467625899280576
17,kd_tree,euclidean,0.014999151229858398,0.7643593519882179,0.7906976744186046,0.7338129496402878
17,kd_tree,manhattan,0.013938426971435547,0.7761413843888071,0.8021638330757341,0.7467625899280576
17,brute,euclidean,0.001004934310913086,0.7643593519882179,0.7906976744186046,0.7338129496402878
17,brute,manhattan,0.0009999275207519531,0.7761413843888071,0.8021638330757341,0.7467625899280576
17,auto,euclidean,0.0010004043579101562,0.7643593519882179,0.7906976744186046,0.7338129496402878
17,auto,manhattan,0.0020008087158203125,0.7761413843888071,0.8021638330757341,0.7467625899280576
18,ball_tree,euclidean,0.01699995994567871,0.7569955817378498,0.797716150081566,0.7035971223021583
18,ball_tree,manhattan,0.009060144424438477,0.7665684830633285,0.815,0.7035971223021583
18,kd_tree,euclidean,0.014033794403076172,0.7569955817378498,0.797716150081566,0.7035971223021583
18,kd_tree,manhattan,0.014917135238647461,0.7665684830633285,0.815,0.7035971223021583
18,brute,euclidean,0.0010030269622802734,0.7569955817378498,0.797716150081566,0.7035971223021583
18,brute,manhattan,0.002000093460083008,0.7665684830633285,0.815,0.7035971223021583
18,auto,euclidean,0.0010001659393310547,0.7569955817378498,0.797716150081566,0.7035971223021583
18,auto,manhattan,0.0020003318786621094,0.7665684830633285,0.815,0.7035971223021583
19,ball_tree,euclidean,0.017999887466430664,0.7562592047128129,0.7808641975308642,0.7280575539568346
19,ball_tree,manhattan,0.010037899017333984,0.7746686303387335,0.7987711213517665,0.7482014388489209
19,kd_tree,euclidean,0.013994455337524414,0.7562592047128129,0.7808641975308642,0.7280575539568346
19,kd_tree,manhattan,0.014000415802001953,0.7746686303387335,0.7987711213517665,0.7482014388489209
19,brute,euclidean,0.0,0.7562592047128129,0.7808641975308642,0.7280575539568346
19,brute,manhattan,0.0010004043579101562,0.7746686303387335,0.7987711213517665,0.7482014388489209
19,auto,euclidean,0.0010004043579101562,0.7562592047128129,0.7808641975308642,0.7280575539568346
19,auto,manhattan,0.0016257762908935547,0.7746686303387335,0.7987711213517665,0.7482014388489209
20,ball_tree,euclidean,0.020998477935791016,0.7511045655375552,0.7902439024390244,0.6992805755395683
20,ball_tree,manhattan,0.010993480682373047,0.7739322533136966,0.8169934640522876,0.7194244604316546
20,kd_tree,euclidean,0.014967679977416992,0.7511045655375552,0.7902439024390244,0.6992805755395683
20,kd_tree,manhattan,0.013976097106933594,0.7739322533136966,0.8169934640522876,0.7194244604316546
20,brute,euclidean,0.000985860824584961,0.7511045655375552,0.7902439024390244,0.6992805755395683
20,brute,manhattan,0.00400090217590332,0.7739322533136966,0.8169934640522876,0.7194244604316546
20,auto,euclidean,0.0010001659393310547,0.7511045655375552,0.7902439024390244,0.6992805755395683
20,auto,manhattan,0.002000093460083008,0.7739322533136966,0.8169934640522876,0.7194244604316546
25,ball_tree,euclidean,0.017999887466430664,0.7547864506627393,0.7759146341463414,0.7323741007194244
25,ball_tree,manhattan,0.009792327880859375,0.7658321060382917,0.7913446676970634,0.7366906474820144
25,kd_tree,euclidean,0.015005826950073242,0.7547864506627393,0.7759146341463414,0.7323741007194244
25,kd_tree,manhattan,0.015007972717285156,0.7658321060382917,0.7913446676970634,0.7366906474820144
25,brute,euclidean,0.0010004043579101562,0.7547864506627393,0.7759146341463414,0.7323741007194244
25,brute,manhattan,0.002000093460083008,0.7658321060382917,0.7913446676970634,0.7366906474820144
25,auto,euclidean,0.0010013580322265625,0.7547864506627393,0.7759146341463414,0.7323741007194244
25,auto,manhattan,0.0021104812622070312,0.7658321060382917,0.7913446676970634,0.7366906474820144
50,ball_tree,euclidean,0.01699972152709961,0.7422680412371134,0.765793528505393,0.7151079136690648
50,ball_tree,manhattan,0.008998632431030273,0.7503681885125184,0.7861736334405145,0.7035971223021583
50,kd_tree,euclidean,0.014997720718383789,0.7422680412371134,0.765793528505393,0.7151079136690648
50,kd_tree,manhattan,0.014964818954467773,0.7503681885125184,0.7861736334405145,0.7035971223021583
50,brute,euclidean,0.0010457038879394531,0.7422680412371134,0.765793528505393,0.7151079136690648
50,brute,manhattan,0.001001596450805664,0.7503681885125184,0.7861736334405145,0.7035971223021583
50,auto,euclidean,0.0010006427764892578,0.7422680412371134,0.765793528505393,0.7151079136690648
50,auto,manhattan,0.0017368793487548828,0.7503681885125184,0.7861736334405145,0.7035971223021583
75,ball_tree,euclidean,0.01900005340576172,0.7238586156111929,0.7416918429003021,0.7064748201438849
75,ball_tree,manhattan,0.00899815559387207,0.7525773195876289,0.7740458015267175,0.7294964028776978
75,kd_tree,euclidean,0.014987945556640625,0.7238586156111929,0.7416918429003021,0.7064748201438849
75,kd_tree,manhattan,0.014014005661010742,0.7525773195876289,0.7740458015267175,0.7294964028776978
75,brute,euclidean,0.0010447502136230469,0.7238586156111929,0.7416918429003021,0.7064748201438849
75,brute,manhattan,0.0009999275207519531,0.7525773195876289,0.7740458015267175,0.7294964028776978
75,auto,euclidean,0.002000093460083008,0.7238586156111929,0.7416918429003021,0.7064748201438849
75,auto,manhattan,0.0020236968994140625,0.7525773195876289,0.7740458015267175,0.7294964028776978
100,ball_tree,euclidean,0.01900005340576172,0.7150220913107511,0.7312312312312312,0.7007194244604317
100,ball_tree,manhattan,0.009035587310791016,0.7430044182621502,0.7597597597597597,0.7280575539568346
100,kd_tree,euclidean,0.014994382858276367,0.7150220913107511,0.7312312312312312,0.7007194244604317
100,kd_tree,manhattan,0.015000104904174805,0.7430044182621502,0.7597597597597597,0.7280575539568346
100,brute,euclidean,0.0010006427764892578,0.7150220913107511,0.7312312312312312,0.7007194244604317
100,brute,manhattan,0.0007190704345703125,0.7430044182621502,0.7597597597597597,0.7280575539568346
100,auto,euclidean,0.0010001659393310547,0.7150220913107511,0.7312312312312312,0.7007194244604317
100,auto,manhattan,0.0019996166229248047,0.7430044182621502,0.7597597597597597,0.7280575539568346
150,ball_tree,euclidean,0.018000125885009766,0.7157584683357879,0.723589001447178,0.7194244604316546
150,ball_tree,manhattan,0.009004592895507812,0.740058910162003,0.75,0.7381294964028777
150,kd_tree,euclidean,0.015003442764282227,0.7157584683357879,0.723589001447178,0.7194244604316546
150,kd_tree,manhattan,0.014036417007446289,0.740058910162003,0.75,0.7381294964028777
150,brute,euclidean,0.0009608268737792969,0.7157584683357879,0.723589001447178,0.7194244604316546
150,brute,manhattan,0.0009996891021728516,0.740058910162003,0.75,0.7381294964028777
150,auto,euclidean,0.0010006427764892578,0.7157584683357879,0.723589001447178,0.7194244604316546
150,auto,manhattan,0.0010004043579101562,0.740058910162003,0.75,0.7381294964028777
200,ball_tree,euclidean,0.01899886131286621,0.7245949926362297,0.7302725968436155,0.7323741007194244
200,ball_tree,manhattan,0.008044004440307617,0.7341678939617083,0.7448680351906158,0.7309352517985611
200,kd_tree,euclidean,0.016008853912353516,0.7245949926362297,0.7302725968436155,0.7323741007194244
200,kd_tree,manhattan,0.012993574142456055,0.7341678939617083,0.7448680351906158,0.7309352517985611
200,brute,euclidean,0.000995635986328125,0.7245949926362297,0.7302725968436155,0.7323741007194244
200,brute,manhattan,0.002000093460083008,0.7341678939617083,0.7448680351906158,0.7309352517985611
200,auto,euclidean,0.0020008087158203125,0.7245949926362297,0.7302725968436155,0.7323741007194244
200,auto,manhattan,0.0010001659393310547,0.7341678939617083,0.7448680351906158,0.7309352517985611
250,ball_tree,euclidean,0.01900005340576172,0.7268041237113402,0.7314285714285714,0.7366906474820144
250,ball_tree,manhattan,0.00899815559387207,0.7393225331369662,0.7474600870827286,0.7410071942446043
250,kd_tree,euclidean,0.01578831672668457,0.7268041237113402,0.7314285714285714,0.7366906474820144
250,kd_tree,manhattan,0.014034271240234375,0.7393225331369662,0.7474600870827286,0.7410071942446043
250,brute,euclidean,0.0010039806365966797,0.7268041237113402,0.7314285714285714,0.7366906474820144
250,brute,manhattan,0.0015876293182373047,0.7393225331369662,0.7474600870827286,0.7410071942446043
250,auto,euclidean,0.0010082721710205078,0.7268041237113402,0.7314285714285714,0.7366906474820144
250,auto,manhattan,0.0010008811950683594,0.7393225331369662,0.7474600870827286,0.7410071942446043
