neighbors,algorithm,metric,time,accuracy,precision,recall
8,kd_tree,euclidean,0.0040013790130615234,0.7337423312883435,0.7597765363128491,0.674937965260546
8,kd_tree,manhattan,0.004008769989013672,0.7398773006134969,0.7736389684813754,0.6699751861042184
8,brute,euclidean,0.0,0.7337423312883435,0.7597765363128491,0.674937965260546
8,brute,manhattan,0.0,0.7398773006134969,0.7736389684813754,0.6699751861042184
8,auto,euclidean,0.006000041961669922,0.7337423312883435,0.7597765363128491,0.674937965260546
8,auto,manhattan,0.00500035285949707,0.7398773006134969,0.7736389684813754,0.6699751861042184
9,ball_tree,euclidean,0.003000974655151367,0.7484662576687117,0.7475,0.7419354838709677
9,ball_tree,manhattan,0.0030074119567871094,0.7521472392638037,0.7531486146095718,0.7419354838709677
9,kd_tree,euclidean,0.004186153411865234,0.7484662576687117,0.7475,0.7419354838709677
9,kd_tree,manhattan,0.004029035568237305,0.7521472392638037,0.7531486146095718,0.7419354838709677
9,brute,euclidean,0.0,0.7484662576687117,0.7475,0.7419354838709677
9,brute,manhattan,0.0010001659393310547,0.7521472392638037,0.7531486146095718,0.7419354838709677
9,auto,euclidean,0.006999492645263672,0.7484662576687117,0.7475,0.7419354838709677
9,auto,manhattan,0.004969596862792969,0.7521472392638037,0.7531486146095718,0.7419354838709677
10,ball_tree,euclidean,0.003031492233276367,0.7521472392638037,0.7830985915492957,0.6898263027295285
10,ball_tree,manhattan,0.0029952526092529297,0.743558282208589,0.7664835164835165,0.6923076923076923
10,kd_tree,euclidean,0.003992557525634766,0.7521472392638037,0.7830985915492957,0.6898263027295285
10,kd_tree,manhattan,0.005003929138183594,0.743558282208589,0.7664835164835165,0.6923076923076923
10,brute,euclidean,0.0,0.7521472392638037,0.7830985915492957,0.6898263027295285
10,brute,manhattan,0.0009999275207519531,0.743558282208589,0.7664835164835165,0.6923076923076923
10,auto,euclidean,0.004999876022338867,0.7521472392638037,0.7830985915492957,0.6898263027295285
10,auto,manhattan,0.006000041961669922,0.743558282208589,0.7664835164835165,0.6923076923076923
11,ball_tree,euclidean,0.0019998550415039062,0.7374233128834355,0.7380352644836272,0.7270471464019851
11,ball_tree,manhattan,0.0029954910278320312,0.7496932515337423,0.7481296758104738,0.7444168734491315
11,kd_tree,euclidean,0.004069328308105469,0.7374233128834355,0.7380352644836272,0.7270471464019851
11,kd_tree,manhattan,0.00497889518737793,0.7496932515337423,0.7481296758104738,0.7444168734491315
11,brute,euclidean,0.0,0.7374233128834355,0.7380352644836272,0.7270471464019851
11,brute,manhattan,0.0,0.7496932515337423,0.7481296758104738,0.7444168734491315
11,auto,euclidean,0.005000114440917969,0.7374233128834355,0.7380352644836272,0.7270471464019851
11,auto,manhattan,0.006999969482421875,0.7496932515337423,0.7481296758104738,0.7444168734491315
12,ball_tree,euclidean,0.0029938220977783203,0.7447852760736197,0.7671232876712328,0.6947890818858561
12,ball_tree,manhattan,0.002965211868286133,0.747239263803681,0.7713498622589532,0.6947890818858561
12,kd_tree,euclidean,0.003993511199951172,0.7447852760736197,0.7671232876712328,0.6947890818858561
12,kd_tree,manhattan,0.004038333892822266,0.747239263803681,0.7713498622589532,0.6947890818858561
12,brute,euclidean,0.0,0.7447852760736197,0.7671232876712328,0.6947890818858561
12,brute,manhattan,0.001001119613647461,0.747239263803681,0.7713498622589532,0.6947890818858561
12,auto,euclidean,0.006999015808105469,0.7447852760736197,0.7671232876712328,0.6947890818858561
12,auto,manhattan,0.004970550537109375,0.747239263803681,0.7713498622589532,0.6947890818858561
13,ball_tree,euclidean,0.0029878616333007812,0.747239263803681,0.7481108312342569,0.7369727047146402
13,ball_tree,manhattan,0.0030117034912109375,0.7496932515337423,0.7584415584415585,0.7245657568238213
13,kd_tree,euclidean,0.00402522087097168,0.747239263803681,0.7481108312342569,0.7369727047146402
13,kd_tree,manhattan,0.005009651184082031,0.7496932515337423,0.7584415584415585,0.7245657568238213
13,brute,euclidean,0.0,0.747239263803681,0.7481108312342569,0.7369727047146402
13,brute,manhattan,0.0,0.7496932515337423,0.7584415584415585,0.7245657568238213
13,auto,euclidean,0.004999637603759766,0.747239263803681,0.7481108312342569,0.7369727047146402
13,auto,manhattan,0.005007505416870117,0.7496932515337423,0.7584415584415585,0.7245657568238213
14,ball_tree,euclidean,0.002994060516357422,0.743558282208589,0.7650273224043715,0.6947890818858561
14,ball_tree,manhattan,0.001999378204345703,0.7570552147239263,0.7839335180055401,0.7022332506203474
14,kd_tree,euclidean,0.004967451095581055,0.743558282208589,0.7650273224043715,0.6947890818858561
14,kd_tree,manhattan,0.004007577896118164,0.7570552147239263,0.7839335180055401,0.7022332506203474
14,brute,euclidean,0.0,0.743558282208589,0.7650273224043715,0.6947890818858561
14,brute,manhattan,0.0010001659393310547,0.7570552147239263,0.7839335180055401,0.7022332506203474
14,auto,euclidean,0.006999969482421875,0.743558282208589,0.7650273224043715,0.6947890818858561
14,auto,manhattan,0.0049648284912109375,0.7570552147239263,0.7839335180055401,0.7022332506203474
15,ball_tree,euclidean,0.0030002593994140625,0.754601226993865,0.7543859649122807,0.7468982630272953
15,ball_tree,manhattan,0.0030002593994140625,0.747239263803681,0.7481108312342569,0.7369727047146402
15,kd_tree,euclidean,0.004990577697753906,0.754601226993865,0.7543859649122807,0.7468982630272953
15,kd_tree,manhattan,0.005000114440917969,0.747239263803681,0.7481108312342569,0.7369727047146402
15,brute,euclidean,0.0,0.754601226993865,0.7543859649122807,0.7468982630272953
15,brute,manhattan,0.0009999275207519531,0.747239263803681,0.7481108312342569,0.7369727047146402
15,auto,euclidean,0.007999897003173828,0.754601226993865,0.7543859649122807,0.7468982630272953
15,auto,manhattan,0.004994630813598633,0.747239263803681,0.7481108312342569,0.7369727047146402
16,ball_tree,euclidean,0.003010988235473633,0.7521472392638037,0.7753424657534247,0.7022332506203474
16,ball_tree,manhattan,0.002993345260620117,0.758282208588957,0.7768817204301075,0.71712158808933
16,kd_tree,euclidean,0.004996299743652344,0.7521472392638037,0.7753424657534247,0.7022332506203474
16,kd_tree,manhattan,0.003999948501586914,0.758282208588957,0.7768817204301075,0.71712158808933
16,brute,euclidean,0.0,0.7521472392638037,0.7753424657534247,0.7022332506203474
16,brute,manhattan,0.0009999275207519531,0.758282208588957,0.7768817204301075,0.71712158808933
16,auto,euclidean,0.006000041961669922,0.7521472392638037,0.7753424657534247,0.7022332506203474
16,auto,manhattan,0.004993438720703125,0.758282208588957,0.7768817204301075,0.71712158808933
17,ball_tree,euclidean,0.00299072265625,0.7595092024539877,0.7633587786259542,0.7444168734491315
17,ball_tree,manhattan,0.0029883384704589844,0.7484662576687117,0.75,0.7369727047146402
17,kd_tree,euclidean,0.00399470329284668,0.7595092024539877,0.7633587786259542,0.7444168734491315
17,kd_tree,manhattan,0.003998279571533203,0.7484662576687117,0.75,0.7369727047146402
17,brute,euclidean,0.000993490219116211,0.7595092024539877,0.7633587786259542,0.7444168734491315
17,brute,manhattan,0.0010001659393310547,0.7484662576687117,0.75,0.7369727047146402
17,auto,euclidean,0.00550532341003418,0.7595092024539877,0.7633587786259542,0.7444168734491315
17,auto,manhattan,0.0050008296966552734,0.7484662576687117,0.75,0.7369727047146402
18,ball_tree,euclidean,0.003737211227416992,0.754601226993865,0.7706666666666667,0.71712158808933
18,ball_tree,manhattan,0.0029921531677246094,0.754601226993865,0.7735849056603774,0.7121588089330024
18,kd_tree,euclidean,0.004999637603759766,0.754601226993865,0.7706666666666667,0.71712158808933
18,kd_tree,manhattan,0.006006479263305664,0.754601226993865,0.7735849056603774,0.7121588089330024
18,brute,euclidean,0.0,0.754601226993865,0.7706666666666667,0.71712158808933
18,brute,manhattan,0.0,0.754601226993865,0.7735849056603774,0.7121588089330024
18,auto,euclidean,0.004999876022338867,0.754601226993865,0.7706666666666667,0.71712158808933
18,auto,manhattan,0.005711555480957031,0.754601226993865,0.7735849056603774,0.7121588089330024
19,ball_tree,euclidean,0.003000497817993164,0.754601226993865,0.7569620253164557,0.7419354838709677
19,ball_tree,manhattan,0.0029897689819335938,0.7533742331288343,0.7537688442211056,0.7444168734491315
19,kd_tree,euclidean,0.004004478454589844,0.754601226993865,0.7569620253164557,0.7419354838709677
19,kd_tree,manhattan,0.003904104232788086,0.7533742331288343,0.7537688442211056,0.7444168734491315
19,brute,euclidean,0.0,0.754601226993865,0.7569620253164557,0.7419354838709677
19,brute,manhattan,0.0009999275207519531,0.7533742331288343,0.7537688442211056,0.7444168734491315
19,auto,euclidean,0.00699925422668457,0.754601226993865,0.7569620253164557,0.7419354838709677
19,auto,manhattan,0.005003690719604492,0.7533742331288343,0.7537688442211056,0.7444168734491315
20,ball_tree,euclidean,0.0029931068420410156,0.754601226993865,0.7706666666666667,0.71712158808933
20,ball_tree,manhattan,0.003033161163330078,0.7607361963190185,0.776595744680851,0.7245657568238213
20,kd_tree,euclidean,0.005017280578613281,0.754601226993865,0.7706666666666667,0.71712158808933
20,kd_tree,manhattan,0.004001140594482422,0.7607361963190185,0.776595744680851,0.7245657568238213
20,brute,euclidean,0.0009894371032714844,0.754601226993865,0.7706666666666667,0.71712158808933
20,brute,manhattan,0.0009999275207519531,0.7607361963190185,0.776595744680851,0.7245657568238213
20,auto,euclidean,0.005999565124511719,0.754601226993865,0.7706666666666667,0.71712158808933
20,auto,manhattan,0.0060002803802490234,0.7607361963190185,0.776595744680851,0.7245657568238213
25,ball_tree,euclidean,0.002994537353515625,0.7558282208588957,0.7602040816326531,0.739454094292804
25,ball_tree,manhattan,0.003011465072631836,0.7619631901840491,0.7672634271099744,0.7444168734491315
25,kd_tree,euclidean,0.0039823055267333984,0.7558282208588957,0.7602040816326531,0.739454094292804
25,kd_tree,manhattan,0.0050084590911865234,0.7619631901840491,0.7672634271099744,0.7444168734491315
25,brute,euclidean,0.0,0.7558282208588957,0.7602040816326531,0.739454094292804
25,brute,manhattan,0.0,0.7619631901840491,0.7672634271099744,0.7444168734491315
25,auto,euclidean,0.007000446319580078,0.7558282208588957,0.7602040816326531,0.739454094292804
25,auto,manhattan,0.005000114440917969,0.7619631901840491,0.7672634271099744,0.7444168734491315
50,ball_tree,euclidean,0.002932310104370117,0.7656441717791411,0.7804232804232805,0.7320099255583127
50,ball_tree,manhattan,0.0030062198638916016,0.7570552147239263,0.7608142493638677,0.7419354838709677
50,kd_tree,euclidean,0.003994941711425781,0.7656441717791411,0.7804232804232805,0.7320099255583127
50,kd_tree,manhattan,0.003959178924560547,0.7570552147239263,0.7608142493638677,0.7419354838709677
50,brute,euclidean,0.0,0.7656441717791411,0.7804232804232805,0.7320099255583127
50,brute,manhattan,0.0,0.7570552147239263,0.7608142493638677,0.7419354838709677
50,auto,euclidean,0.007050752639770508,0.7656441717791411,0.7804232804232805,0.7320099255583127
50,auto,manhattan,0.004998207092285156,0.7570552147239263,0.7608142493638677,0.7419354838709677
75,ball_tree,euclidean,0.002672910690307617,0.7533742331288343,0.7576530612244898,0.7369727047146402
75,ball_tree,manhattan,0.0030052661895751953,0.754601226993865,0.7569620253164557,0.7419354838709677
75,kd_tree,euclidean,0.005000114440917969,0.7533742331288343,0.7576530612244898,0.7369727047146402
75,kd_tree,manhattan,0.004008054733276367,0.754601226993865,0.7569620253164557,0.7419354838709677
75,brute,euclidean,0.0010020732879638672,0.7533742331288343,0.7576530612244898,0.7369727047146402
75,brute,manhattan,0.0,0.754601226993865,0.7569620253164557,0.7419354838709677
75,auto,euclidean,0.0060002803802490234,0.7533742331288343,0.7576530612244898,0.7369727047146402
75,auto,manhattan,0.00500035285949707,0.754601226993865,0.7569620253164557,0.7419354838709677
100,ball_tree,euclidean,0.0029649734497070312,0.7521472392638037,0.7583547557840618,0.7320099255583127
100,ball_tree,manhattan,0.001989126205444336,0.7533742331288343,0.7576530612244898,0.7369727047146402
100,kd_tree,euclidean,0.003938198089599609,0.7521472392638037,0.7583547557840618,0.7320099255583127
100,kd_tree,manhattan,0.004004478454589844,0.7533742331288343,0.7576530612244898,0.7369727047146402
100,brute,euclidean,0.0010077953338623047,0.7521472392638037,0.7583547557840618,0.7320099255583127
100,brute,manhattan,0.0,0.7533742331288343,0.7576530612244898,0.7369727047146402
100,auto,euclidean,0.00700068473815918,0.7521472392638037,0.7583547557840618,0.7320099255583127
100,auto,manhattan,0.003996849060058594,0.7533742331288343,0.7576530612244898,0.7369727047146402
150,ball_tree,euclidean,0.0029697418212890625,0.7644171779141105,0.7769028871391076,0.7344913151364765
150,ball_tree,manhattan,0.0029973983764648438,0.7521472392638037,0.7610389610389611,0.7270471464019851
150,kd_tree,euclidean,0.00400996208190918,0.7644171779141105,0.7769028871391076,0.7344913151364765
150,kd_tree,manhattan,0.003998279571533203,0.7521472392638037,0.7610389610389611,0.7270471464019851
150,brute,euclidean,0.0010056495666503906,0.7644171779141105,0.7769028871391076,0.7344913151364765
150,brute,manhattan,0.0009996891021728516,0.7521472392638037,0.7610389610389611,0.7270471464019851
150,auto,euclidean,0.0060002803802490234,0.7644171779141105,0.7769028871391076,0.7344913151364765
150,auto,manhattan,0.004999399185180664,0.7521472392638037,0.7610389610389611,0.7270471464019851
200,ball_tree,euclidean,0.0030603408813476562,0.7619631901840491,0.7757255936675461,0.7295285359801489
200,ball_tree,manhattan,0.002996206283569336,0.7619631901840491,0.7700258397932817,0.739454094292804
200,kd_tree,euclidean,0.004988908767700195,0.7619631901840491,0.7757255936675461,0.7295285359801489
200,kd_tree,manhattan,0.0040013790130615234,0.7619631901840491,0.7700258397932817,0.739454094292804
200,brute,euclidean,0.0009696483612060547,0.7619631901840491,0.7757255936675461,0.7295285359801489
200,brute,manhattan,0.0010001659393310547,0.7619631901840491,0.7700258397932817,0.739454094292804
200,auto,euclidean,0.005000114440917969,0.7619631901840491,0.7757255936675461,0.7295285359801489
200,auto,manhattan,0.0049932003021240234,0.7619631901840491,0.7700258397932817,0.739454094292804
250,ball_tree,euclidean,0.0030069351196289062,0.754601226993865,0.7595907928388747,0.7369727047146402
250,ball_tree,manhattan,0.0029990673065185547,0.758282208588957,0.7614213197969543,0.7444168734491315
250,kd_tree,euclidean,0.004003047943115234,0.754601226993865,0.7595907928388747,0.7369727047146402
250,kd_tree,manhattan,0.00398707389831543,0.758282208588957,0.7614213197969543,0.7444168734491315
250,brute,euclidean,0.0,0.754601226993865,0.7595907928388747,0.7369727047146402
250,brute,manhattan,0.0009999275207519531,0.758282208588957,0.7614213197969543,0.7444168734491315
250,auto,euclidean,0.006999969482421875,0.754601226993865,0.7595907928388747,0.7369727047146402
250,auto,manhattan,0.004967689514160156,0.758282208588957,0.7614213197969543,0.7444168734491315
