,activation,solver,layers,iterations,time,accuracy,precision,recall
317,logistic,adam,10,650,1.5277705192565918,0.8625,0.7624521072796935,0.4830097087378641
318,logistic,adam,10,700,1.1684584617614746,0.862,0.7677165354330708,0.4733009708737864
319,relu,adam,10,200,0.9202218055725098,0.862,0.7698412698412699,0.470873786407767
320,relu,adam,10,250,1.1203882694244385,0.8615,0.7755102040816326,0.46116504854368934
321,relu,adam,10,300,0.6038041114807129,0.859,0.7620967741935484,0.4587378640776699
322,relu,adam,10,350,0.7656717300415039,0.859,0.7579365079365079,0.46359223300970875
323,relu,adam,10,400,0.7072644233703613,0.8595,0.7630522088353414,0.46116504854368934
324,relu,adam,10,450,0.5794243812561035,0.859,0.7754237288135594,0.4441747572815534
325,relu,adam,10,500,0.848731517791748,0.8595,0.7673469387755102,0.4563106796116505
326,relu,adam,10,550,0.7656617164611816,0.8585,0.7529411764705882,0.46601941747572817
327,relu,adam,10,600,0.743107795715332,0.8605,0.7607843137254902,0.470873786407767
328,relu,adam,10,650,0.8571550846099854,0.862,0.753731343283582,0.49029126213592233
329,relu,adam,10,700,0.7746472358703613,0.8565,0.7358490566037735,0.4733009708737864
