,activation,solver,layers,iterations,time,accuracy,precision,recall
92,relu,sgd,4,400,0.8040716648101807,0.8445,0.7205240174672489,0.40048543689320387
93,relu,sgd,4,450,0.4001271724700928,0.8485,0.7582938388625592,0.3883495145631068
94,relu,sgd,4,500,0.45574402809143066,0.8405,0.694560669456067,0.4029126213592233
95,relu,sgd,4,550,0.5285749435424805,0.843,0.7130434782608696,0.39805825242718446
96,relu,sgd,4,600,1.034935712814331,0.853,0.7322834645669292,0.45145631067961167
97,relu,sgd,4,650,0.5389950275421143,0.8335,0.7182320441988951,0.3155339805825243
98,relu,sgd,4,700,0.5197138786315918,0.8415,0.6938775510204082,0.41262135922330095
99,identity,adam,4,200,0.20741009712219238,0.8365,0.6905829596412556,0.3737864077669903
100,identity,adam,4,250,0.1466224193572998,0.8385,0.7013574660633484,0.3762135922330097
101,identity,adam,4,300,0.16484856605529785,0.836,0.6909090909090909,0.36893203883495146
102,identity,adam,4,350,0.1485919952392578,0.838,0.7,0.3737864077669903
103,identity,adam,4,400,0.15527105331420898,0.837,0.6902654867256637,0.3786407766990291
104,identity,adam,4,450,0.15352821350097656,0.8365,0.6923076923076923,0.3713592233009709
105,identity,adam,4,500,0.19674968719482422,0.837,0.6936936936936937,0.3737864077669903
106,identity,adam,4,550,0.19114065170288086,0.838,0.6981981981981982,0.3762135922330097
107,identity,adam,4,600,0.16161298751831055,0.8385,0.7031963470319634,0.3737864077669903
108,identity,adam,4,650,0.177459716796875,0.8375,0.6968325791855203,0.3737864077669903
109,identity,adam,4,700,0.14459800720214844,0.8375,0.695067264573991,0.3762135922330097
110,logistic,adam,4,200,0.8686938285827637,0.8575,0.7656903765690377,0.4441747572815534
111,logistic,adam,4,250,1.0808451175689697,0.861,0.7637795275590551,0.470873786407767
112,logistic,adam,4,300,1.1909668445587158,0.8615,0.766798418972332,0.470873786407767
113,logistic,adam,4,350,1.2714416980743408,0.8605,0.7692307692307693,0.46116504854368934
114,logistic,adam,4,400,1.115567684173584,0.8635,0.7791164658634538,0.470873786407767
115,logistic,adam,4,450,1.0878374576568604,0.8625,0.7686274509803922,0.47572815533980584
116,logistic,adam,4,500,1.0400774478912354,0.861,0.7701612903225806,0.46359223300970875
117,logistic,adam,4,550,1.1889569759368896,0.861,0.7701612903225806,0.46359223300970875
118,logistic,adam,4,600,1.252274513244629,0.858,0.7601626016260162,0.4538834951456311
119,logistic,adam,4,650,0.8092117309570312,0.855,0.7459677419354839,0.44902912621359226
120,logistic,adam,4,700,1.2677109241485596,0.863,0.7674418604651163,0.48058252427184467
121,relu,adam,4,200,0.8486478328704834,0.8615,0.7647058823529411,0.4733009708737864
122,relu,adam,4,250,0.5874321460723877,0.859,0.7954545454545454,0.42475728155339804
123,relu,adam,4,300,0.6280758380889893,0.8595,0.7651821862348178,0.4587378640776699
124,relu,adam,4,350,0.8046102523803711,0.8605,0.7649402390438247,0.46601941747572817
125,relu,adam,4,400,0.7196226119995117,0.8615,0.7626459143968871,0.47572815533980584
126,relu,adam,4,450,0.513211727142334,0.8595,0.758893280632411,0.46601941747572817
127,relu,adam,4,500,0.6796414852142334,0.855,0.7629310344827587,0.42961165048543687
128,relu,adam,4,550,0.8257312774658203,0.8595,0.7717842323651453,0.45145631067961167
129,relu,adam,4,600,0.9731471538543701,0.859,0.751937984496124,0.470873786407767
130,relu,adam,4,650,0.4949362277984619,0.8455,0.710204081632653,0.4223300970873786
131,relu,adam,4,700,0.6401302814483643,0.857,0.7837837837837838,0.4223300970873786
132,identity,sgd,6,200,0.14252829551696777,0.8405,0.7142857142857143,0.3762135922330097
133,identity,sgd,6,250,0.13726067543029785,0.837,0.6919642857142857,0.3762135922330097
134,identity,sgd,6,300,0.1921982765197754,0.838,0.6981981981981982,0.3762135922330097
135,identity,sgd,6,350,0.19621658325195312,0.838,0.7037037037037037,0.36893203883495146
136,identity,sgd,6,400,0.1859281063079834,0.838,0.7,0.3737864077669903
137,identity,sgd,6,450,0.20445013046264648,0.8395,0.7040358744394619,0.38106796116504854
138,identity,sgd,6,500,0.13492774963378906,0.837,0.6936936936936937,0.3737864077669903
139,identity,sgd,6,550,0.13092517852783203,0.8375,0.6968325791855203,0.3737864077669903
140,identity,sgd,6,600,0.1784818172454834,0.8365,0.6905829596412556,0.3737864077669903
141,identity,sgd,6,650,0.22661828994750977,0.84,0.7149532710280374,0.3713592233009709
142,identity,sgd,6,700,0.2153167724609375,0.84,0.7129629629629629,0.3737864077669903
143,logistic,sgd,6,200,0.7761931419372559,0.839,0.7393617021276596,0.33737864077669905
144,logistic,sgd,6,250,0.7784557342529297,0.838,0.7178217821782178,0.35194174757281554
145,logistic,sgd,6,300,0.9525959491729736,0.841,0.7238095238095238,0.36893203883495146
146,logistic,sgd,6,350,0.807504415512085,0.838,0.7095238095238096,0.3616504854368932
147,logistic,sgd,6,400,0.8824501037597656,0.838,0.7115384615384616,0.3592233009708738
148,logistic,sgd,6,450,0.8484418392181396,0.8415,0.7168949771689498,0.38106796116504854
149,logistic,sgd,6,500,1.103008508682251,0.837,0.7171717171717171,0.3446601941747573
150,logistic,sgd,6,550,0.940601110458374,0.838,0.7156862745098039,0.35436893203883496
151,logistic,sgd,6,600,0.851621150970459,0.839,0.7368421052631579,0.33980582524271846
152,logistic,sgd,6,650,0.942075252532959,0.8385,0.7129186602870813,0.3616504854368932
153,logistic,sgd,6,700,0.9178526401519775,0.8365,0.7033492822966507,0.3567961165048544
154,relu,sgd,6,200,0.5834341049194336,0.8575,0.7634854771784232,0.44660194174757284
155,relu,sgd,6,250,0.7214281558990479,0.852,0.7660550458715596,0.4053398058252427
156,relu,sgd,6,300,0.9780244827270508,0.8515,0.7510917030567685,0.4174757281553398
157,relu,sgd,6,350,0.9326567649841309,0.8585,0.7452471482889734,0.47572815533980584
158,relu,sgd,6,400,0.6590836048126221,0.8385,0.7170731707317073,0.3567961165048544
159,relu,sgd,6,450,0.7828700542449951,0.8445,0.7186147186147186,0.4029126213592233
160,relu,sgd,6,500,0.6487259864807129,0.845,0.7090163934426229,0.4199029126213592
161,relu,sgd,6,550,0.626000165939331,0.844,0.717391304347826,0.40048543689320387
162,relu,sgd,6,600,0.7151455879211426,0.85,0.7477876106194691,0.41019417475728154
163,relu,sgd,6,650,0.7767026424407959,0.8535,0.7370517928286853,0.44902912621359226
164,relu,sgd,6,700,0.5120599269866943,0.848,0.7432432432432432,0.40048543689320387
165,identity,adam,6,200,0.12180042266845703,0.8375,0.695067264573991,0.3762135922330097
166,identity,adam,6,250,0.1812429428100586,0.838,0.7,0.3737864077669903
167,identity,adam,6,300,0.17958950996398926,0.8375,0.695067264573991,0.3762135922330097
168,identity,adam,6,350,0.17696022987365723,0.838,0.6964285714285714,0.3786407766990291
169,identity,adam,6,400,0.16570782661437988,0.8375,0.695067264573991,0.3762135922330097
170,identity,adam,6,450,0.1688528060913086,0.8385,0.7031963470319634,0.3737864077669903
171,identity,adam,6,500,0.16966772079467773,0.8375,0.6968325791855203,0.3737864077669903
172,identity,adam,6,550,0.13812637329101562,0.837,0.6936936936936937,0.3737864077669903
173,identity,adam,6,600,0.14399266242980957,0.8375,0.695067264573991,0.3762135922330097
174,identity,adam,6,650,0.15688133239746094,0.837,0.6919642857142857,0.3762135922330097
175,identity,adam,6,700,0.13401341438293457,0.838,0.6981981981981982,0.3762135922330097
176,logistic,adam,6,200,0.8965260982513428,0.859,0.7620967741935484,0.4587378640776699
177,logistic,adam,6,250,1.155513048171997,0.8615,0.7689243027888446,0.4684466019417476
178,logistic,adam,6,300,1.1878046989440918,0.86,0.7619047619047619,0.46601941747572817
179,logistic,adam,6,350,1.7262961864471436,0.8615,0.766798418972332,0.470873786407767
180,logistic,adam,6,400,1.3282151222229004,0.8605,0.7607843137254902,0.470873786407767
181,logistic,adam,6,450,0.9739212989807129,0.8605,0.7670682730923695,0.46359223300970875
182,logistic,adam,6,500,1.4319212436676025,0.862,0.7635658914728682,0.47815533980582525
183,logistic,adam,6,550,1.2763752937316895,0.8635,0.7725490196078432,0.47815533980582525
184,logistic,adam,6,600,1.2718696594238281,0.8625,0.7707509881422925,0.4733009708737864
185,logistic,adam,6,650,1.3975884914398193,0.8635,0.7704280155642024,0.48058252427184467
186,logistic,adam,6,700,1.024082899093628,0.8585,0.763265306122449,0.4538834951456311
187,relu,adam,6,200,0.9371805191040039,0.8595,0.7651821862348178,0.4587378640776699
188,relu,adam,6,250,0.9427416324615479,0.86,0.7578125,0.470873786407767
189,relu,adam,6,300,1.104349136352539,0.8605,0.752851711026616,0.48058252427184467
190,relu,adam,6,350,1.1194138526916504,0.859,0.7559055118110236,0.46601941747572817
191,relu,adam,6,400,0.8893282413482666,0.863,0.7555555555555555,0.49514563106796117
192,relu,adam,6,450,0.7491044998168945,0.8615,0.7755102040816326,0.46116504854368934
193,relu,adam,6,500,0.8557922840118408,0.8595,0.758893280632411,0.46601941747572817
194,relu,adam,6,550,0.7145230770111084,0.864,0.7651515151515151,0.49029126213592233
195,relu,adam,6,600,0.6689615249633789,0.8565,0.7729257641921398,0.42961165048543687
196,relu,adam,6,650,0.666032075881958,0.859,0.7620967741935484,0.4587378640776699
197,relu,adam,6,700,0.8091769218444824,0.862,0.7595419847328244,0.4830097087378641
198,identity,sgd,8,200,0.16008472442626953,0.84,0.7110091743119266,0.3762135922330097
199,identity,sgd,8,250,0.14376544952392578,0.8385,0.7013574660633484,0.3762135922330097
200,identity,sgd,8,300,0.22629094123840332,0.8385,0.7069767441860465,0.36893203883495146
201,identity,sgd,8,350,0.22665047645568848,0.84,0.7090909090909091,0.3786407766990291
202,identity,sgd,8,400,0.16028976440429688,0.84,0.7129629629629629,0.3737864077669903
203,identity,sgd,8,450,0.15413689613342285,0.838,0.7,0.3737864077669903
204,identity,sgd,8,500,0.17833995819091797,0.8415,0.7149321266968326,0.38349514563106796
205,identity,sgd,8,550,0.19795632362365723,0.839,0.7008928571428571,0.38106796116504854
206,identity,sgd,8,600,0.1632692813873291,0.839,0.7064220183486238,0.3737864077669903
207,identity,sgd,8,650,0.18785738945007324,0.838,0.7,0.3737864077669903
208,identity,sgd,8,700,0.14195990562438965,0.8365,0.6940639269406392,0.36893203883495146
209,logistic,sgd,8,200,0.8239331245422363,0.836,0.7038834951456311,0.35194174757281554
210,logistic,sgd,8,250,0.8651297092437744,0.838,0.7244897959183674,0.3446601941747573
211,logistic,sgd,8,300,0.8668441772460938,0.838,0.7095238095238096,0.3616504854368932
212,logistic,sgd,8,350,0.8370699882507324,0.8375,0.7081339712918661,0.3592233009708738
213,logistic,sgd,8,400,0.9010121822357178,0.8405,0.743455497382199,0.3446601941747573
214,logistic,sgd,8,450,0.991912841796875,0.8355,0.6948356807511737,0.3592233009708738
215,logistic,sgd,8,500,0.8395757675170898,0.839,0.7184466019417476,0.3592233009708738
216,logistic,sgd,8,550,1.0479464530944824,0.8405,0.7336683417085427,0.35436893203883496
217,logistic,sgd,8,600,0.8435313701629639,0.84,0.7254901960784313,0.3592233009708738
218,logistic,sgd,8,650,0.8395438194274902,0.8365,0.7135678391959799,0.3446601941747573
219,logistic,sgd,8,700,0.7129991054534912,0.8395,0.7286432160804021,0.35194174757281554
220,relu,sgd,8,200,0.8382151126861572,0.849,0.7455357142857143,0.4053398058252427
221,relu,sgd,8,250,0.8725566864013672,0.8475,0.7219917012448133,0.4223300970873786
222,relu,sgd,8,300,0.4960336685180664,0.8455,0.7248908296943232,0.4029126213592233
223,relu,sgd,8,350,0.4841647148132324,0.8505,0.7467248908296943,0.41504854368932037
224,relu,sgd,8,400,0.7456073760986328,0.8535,0.7448559670781894,0.4393203883495146
225,relu,sgd,8,450,0.9472446441650391,0.856,0.7818181818181819,0.4174757281553398
226,relu,sgd,8,500,0.9120388031005859,0.8555,0.7617021276595745,0.4344660194174757
227,relu,sgd,8,550,1.008319616317749,0.8525,0.7772511848341233,0.39805825242718446
228,relu,sgd,8,600,0.8002908229827881,0.854,0.7521008403361344,0.4344660194174757
229,relu,sgd,8,650,0.45186853408813477,0.8345,0.6708860759493671,0.3859223300970874
230,relu,sgd,8,700,1.0151019096374512,0.8535,0.7692307692307693,0.41262135922330095
231,identity,adam,8,200,0.11101055145263672,0.8365,0.6923076923076923,0.3713592233009709
232,identity,adam,8,250,0.16487979888916016,0.8385,0.7013574660633484,0.3762135922330097
233,identity,adam,8,300,0.10975146293640137,0.8375,0.6968325791855203,0.3737864077669903
234,identity,adam,8,350,0.14751791954040527,0.8375,0.695067264573991,0.3762135922330097
235,identity,adam,8,400,0.15267682075500488,0.8395,0.7040358744394619,0.38106796116504854
236,identity,adam,8,450,0.15305089950561523,0.8375,0.6968325791855203,0.3737864077669903
237,identity,adam,8,500,0.1427168846130371,0.838,0.7018348623853211,0.3713592233009709
238,identity,adam,8,550,0.12740540504455566,0.8385,0.7031963470319634,0.3737864077669903
239,identity,adam,8,600,0.1464838981628418,0.8375,0.6968325791855203,0.3737864077669903
240,identity,adam,8,650,0.12819957733154297,0.8375,0.695067264573991,0.3762135922330097
241,identity,adam,8,700,0.15968799591064453,0.8375,0.6986301369863014,0.3713592233009709
242,logistic,adam,8,200,0.9157066345214844,0.863,0.776,0.470873786407767
243,logistic,adam,8,250,1.1585874557495117,0.8575,0.7509881422924901,0.46116504854368934
244,logistic,adam,8,300,1.3670251369476318,0.8625,0.7729083665338645,0.470873786407767
245,logistic,adam,8,350,1.086137056350708,0.8625,0.7665369649805448,0.47815533980582525
246,logistic,adam,8,400,1.4322247505187988,0.861,0.7596899224806202,0.47572815533980584
247,logistic,adam,8,450,1.1655941009521484,0.8635,0.7704280155642024,0.48058252427184467
248,logistic,adam,8,500,1.5289177894592285,0.8625,0.7729083665338645,0.470873786407767
249,logistic,adam,8,550,1.3835718631744385,0.864,0.7734375,0.48058252427184467
250,logistic,adam,8,600,1.295194387435913,0.863,0.7716535433070866,0.47572815533980584
251,logistic,adam,8,650,1.257908821105957,0.859,0.76,0.46116504854368934
252,logistic,adam,8,700,1.2703635692596436,0.861,0.768,0.46601941747572817
253,relu,adam,8,200,0.9556300640106201,0.86,0.7704918032786885,0.4563106796116505
254,relu,adam,8,250,1.152071237564087,0.859,0.751937984496124,0.470873786407767
255,relu,adam,8,300,0.681708574295044,0.861,0.768,0.46601941747572817
256,relu,adam,8,350,1.043994426727295,0.86,0.7619047619047619,0.46601941747572817
257,relu,adam,8,400,0.9293205738067627,0.86,0.7538461538461538,0.47572815533980584
258,relu,adam,8,450,0.9118242263793945,0.86,0.7619047619047619,0.46601941747572817
259,relu,adam,8,500,0.9703426361083984,0.863,0.76953125,0.47815533980582525
260,relu,adam,8,550,0.6412155628204346,0.8595,0.7740585774058577,0.44902912621359226
261,relu,adam,8,600,1.564232349395752,0.8605,0.7692307692307693,0.46116504854368934
262,relu,adam,8,650,0.940201997756958,0.86,0.7444444444444445,0.4878640776699029
263,relu,adam,8,700,0.5539677143096924,0.861,0.7658730158730159,0.4684466019417476
264,identity,sgd,10,200,0.16407322883605957,0.841,0.7098214285714286,0.3859223300970874
265,identity,sgd,10,250,0.17735052108764648,0.839,0.7064220183486238,0.3737864077669903
266,identity,sgd,10,300,0.12059879302978516,0.8415,0.7188940092165899,0.3786407766990291
267,identity,sgd,10,350,0.16444921493530273,0.84,0.7129629629629629,0.3737864077669903
268,identity,sgd,10,400,0.16346478462219238,0.8375,0.6986301369863014,0.3713592233009709
269,identity,sgd,10,450,0.19907402992248535,0.841,0.719626168224299,0.3737864077669903
270,identity,sgd,10,500,0.15704846382141113,0.8395,0.7116279069767442,0.3713592233009709
271,identity,sgd,10,550,0.16344785690307617,0.8375,0.6968325791855203,0.3737864077669903
272,identity,sgd,10,600,0.18405532836914062,0.837,0.6954545454545454,0.3713592233009709
273,identity,sgd,10,650,0.17112374305725098,0.84,0.7129629629629629,0.3737864077669903
274,identity,sgd,10,700,0.16604065895080566,0.84,0.7110091743119266,0.3762135922330097
275,logistic,sgd,10,200,0.8623244762420654,0.8375,0.7230769230769231,0.3422330097087379
276,logistic,sgd,10,250,0.8646194934844971,0.839,0.734375,0.3422330097087379
277,logistic,sgd,10,300,0.9660651683807373,0.836,0.7079207920792079,0.3470873786407767
278,logistic,sgd,10,350,0.8267810344696045,0.8365,0.7033492822966507,0.3567961165048544
279,logistic,sgd,10,400,0.9608182907104492,0.838,0.7178217821782178,0.35194174757281554
280,logistic,sgd,10,450,0.9227962493896484,0.8405,0.7203791469194313,0.36893203883495146
281,logistic,sgd,10,500,0.8200340270996094,0.839,0.7227722772277227,0.35436893203883496
282,logistic,sgd,10,550,0.899885892868042,0.842,0.7376237623762376,0.3616504854368932
283,logistic,sgd,10,600,0.8524045944213867,0.842,0.7424242424242424,0.3567961165048544
284,logistic,sgd,10,650,0.9274420738220215,0.838,0.72,0.34951456310679613
285,logistic,sgd,10,700,0.9811854362487793,0.84,0.7323232323232324,0.35194174757281554
286,relu,sgd,10,200,0.8722023963928223,0.8555,0.7709251101321586,0.42475728155339804
287,relu,sgd,10,250,0.5820658206939697,0.846,0.7280701754385965,0.4029126213592233
288,relu,sgd,10,300,0.641686201095581,0.857,0.7837837837837838,0.4223300970873786
289,relu,sgd,10,350,0.59261155128479,0.8555,0.7709251101321586,0.42475728155339804
290,relu,sgd,10,400,0.711076021194458,0.8475,0.7316017316017316,0.41019417475728154
291,relu,sgd,10,450,1.1205413341522217,0.8495,0.7534246575342466,0.40048543689320387
292,relu,sgd,10,500,0.6149716377258301,0.853,0.7398373983739838,0.441747572815534
293,relu,sgd,10,550,0.6786007881164551,0.859,0.7754237288135594,0.4441747572815534
294,relu,sgd,10,600,0.44278573989868164,0.8495,0.7246963562753036,0.4344660194174757
295,relu,sgd,10,650,0.8670780658721924,0.8505,0.7424892703862661,0.4199029126213592
296,relu,sgd,10,700,0.8402369022369385,0.854,0.7727272727272727,0.41262135922330095
297,identity,adam,10,200,0.16072773933410645,0.838,0.6946902654867256,0.38106796116504854
298,identity,adam,10,250,0.16925716400146484,0.8355,0.6844444444444444,0.3737864077669903
299,identity,adam,10,300,0.12192988395690918,0.839,0.6991150442477876,0.38349514563106796
300,identity,adam,10,350,0.14213347434997559,0.838,0.7,0.3737864077669903
301,identity,adam,10,400,0.1041707992553711,0.838,0.7,0.3737864077669903
302,identity,adam,10,450,0.12525057792663574,0.8385,0.6995515695067265,0.3786407766990291
303,identity,adam,10,500,0.12593340873718262,0.8375,0.6933333333333334,0.3786407766990291
304,identity,adam,10,550,0.12869977951049805,0.8385,0.7050691244239631,0.3713592233009709
305,identity,adam,10,600,0.12906241416931152,0.838,0.7,0.3737864077669903
306,identity,adam,10,650,0.10222768783569336,0.838,0.6896551724137931,0.3883495145631068
307,identity,adam,10,700,0.1255359649658203,0.838,0.7,0.3737864077669903
308,logistic,adam,10,200,0.9689927101135254,0.863,0.7716535433070866,0.47572815533980584
309,logistic,adam,10,250,1.0182735919952393,0.8635,0.7747035573122529,0.47572815533980584
310,logistic,adam,10,300,1.4322168827056885,0.862,0.7635658914728682,0.47815533980582525
311,logistic,adam,10,350,1.3686201572418213,0.86,0.7598425196850394,0.4684466019417476
312,logistic,adam,10,400,1.3627252578735352,0.8585,0.7549407114624506,0.46359223300970875
313,logistic,adam,10,450,1.50299072265625,0.864,0.7777777777777778,0.47572815533980584
314,logistic,adam,10,500,1.366028070449829,0.862,0.765625,0.47572815533980584
315,logistic,adam,10,550,1.3168516159057617,0.861,0.7658730158730159,0.4684466019417476
316,logistic,adam,10,600,1.4205713272094727,0.865,0.7751937984496124,0.4854368932038835
