loss,learning_rate,n_estimators,time,accuracy,precision,recall
log_loss,0.1,1,0.010976791381835938,0.8122238586156112,0.8678929765886287,0.7467625899280576
log_loss,0.1,6,0.04780745506286621,0.8291605301914581,0.8715890850722311,0.781294964028777
log_loss,0.1,11,0.08620691299438477,0.8365243004418262,0.8262068965517242,0.8618705035971223
log_loss,0.1,16,0.1345832347869873,0.8357879234167894,0.8305322128851541,0.8532374100719424
log_loss,0.1,21,0.18095993995666504,0.8497790868924889,0.8376891334250344,0.8762589928057554
log_loss,0.1,26,0.25044727325439453,0.8608247422680413,0.8513888888888889,0.8820143884892087
log_loss,0.1,31,0.35451388359069824,0.8615611192930781,0.8575458392101551,0.874820143884892
log_loss,0.1,36,0.3448960781097412,0.8711340206185567,0.8693181818181818,0.8805755395683453
log_loss,0.1,41,0.3685126304626465,0.8703976435935199,0.8691322901849218,0.879136690647482
log_loss,0.1,46,0.37720203399658203,0.8726067746686303,0.8707386363636364,0.8820143884892087
log_loss,0.5,1,0.008966684341430664,0.8122238586156112,0.8678929765886287,0.7467625899280576
log_loss,0.5,6,0.047843217849731445,0.8490427098674521,0.8480113636363636,0.8589928057553957
log_loss,0.5,11,0.08172965049743652,0.8622974963181149,0.8597733711048159,0.8733812949640288
log_loss,0.5,16,0.11560797691345215,0.8630338733431517,0.8620199146514936,0.8719424460431655
log_loss,0.5,21,0.15551257133483887,0.8637702503681886,0.8571428571428571,0.8805755395683453
log_loss,0.5,26,0.23910808563232422,0.8622974963181149,0.8587570621468926,0.874820143884892
log_loss,0.5,31,0.2597780227661133,0.8578792341678939,0.8505586592178771,0.8762589928057554
log_loss,0.5,36,0.31295251846313477,0.8571428571428571,0.8503496503496504,0.874820143884892
log_loss,0.5,41,0.3506290912628174,0.8505154639175257,0.8455056179775281,0.8661870503597122
log_loss,0.5,46,0.37976622581481934,0.8475699558173785,0.8417366946778712,0.8647482014388489
log_loss,1.0,1,0.010962247848510742,0.8122238586156112,0.8678929765886287,0.7467625899280576
log_loss,1.0,6,0.05082058906555176,0.853460972017673,0.8594202898550725,0.8532374100719424
log_loss,1.0,11,0.07973265647888184,0.8541973490427098,0.8565279770444764,0.8589928057553957
log_loss,1.0,16,0.11165428161621094,0.8460972017673049,0.8501440922190202,0.8489208633093526
log_loss,1.0,21,0.15967917442321777,0.8446244477172312,0.8497109826589595,0.8460431654676259
log_loss,1.0,26,0.17636728286743164,0.8365243004418262,0.8422575976845152,0.837410071942446
log_loss,1.0,31,0.19501233100891113,0.8379970544918999,0.8388017118402282,0.8460431654676259
